City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
167,Hamilton,US,2021-04-11 09:18:44,39.1834,-84.5333,52.0,76,1,11.5,clear sky,0.0,0
168,Uige,AO,2021-04-11 09:18:39,-7.6087,15.0613,75.2,78,75,5.48,light rain,0.0,0
169,Castro,BR,2021-04-11 09:18:44,-24.7911,-50.0119,56.82,76,75,2.28,broken clouds,0.0,0
170,Chuy,UY,2021-04-11 09:18:45,-33.6971,-53.4616,69.87,93,100,13.4,heavy intensity rain,0.0,0
171,Bandarbeyla,SO,2021-04-11 09:18:45,9.4942,50.8122,84.63,56,12,10.89,few clouds,0.0,0
172,Arroyo,ES,2021-04-11 09:18:45,41.6096,-4.7969,46.99,87,90,16.11,overcast clouds,0.0,0
173,Mutsu,JP,2021-04-11 09:18:46,41.2894,141.2169,50.0,49,20,9.22,few clouds,0.0,0
174,Torbay,CA,2021-04-11 09:18:46,47.6666,-52.7314,35.01,100,90,4.61,moderate rain,0.0,0
175,Bassar,TG,2021-04-11 09:18:47,9.25,0.7833,84.2,48,0,6.91,clear sky,0.0,0
176,Guerrero Negro,MX,2021-04-11 09:18:47,27.9769,-114.0611,59.11,85,100,12.17,overcast clouds,0.0,0
177,Chimbote,PE,2021-04-11 09:18:47,-9.0853,-78.5783,67.46,92,72,4.45,broken clouds,0.0,0
178,Vila Franca Do Campo,PT,2021-04-11 09:18:48,37.7167,-25.4333,62.6,94,40,8.05,scattered clouds,0.0,0
