City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
400,Scarborough,54.2797,-0.4044,39.99,54,92,5.01,GB,2021-04-06 11:43:30
401,Urucuca,-14.5931,-39.2844,80.6,83,75,6.91,BR,2021-04-06 11:43:30
402,Svetlogorsk,52.6333,29.7333,42.28,54,100,8.08,BY,2021-04-06 11:43:30
403,Pitimbu,-7.4706,-34.8086,80.6,89,20,5.75,BR,2021-04-06 11:43:31
404,Suoyarvi,62.0833,32.35,33.89,75,91,13.47,RU,2021-04-06 11:43:31
405,Monywa,22.1167,95.1333,92.5,22,0,7.09,MM,2021-04-06 11:43:31
406,Abu Dhabi,24.4667,54.3667,82.4,47,0,11.5,AE,2021-04-06 11:38:50
407,Maneadero,31.7167,-116.5667,55.99,88,20,4.0,MX,2021-04-06 11:43:32
408,Ahipara,-35.1667,173.1667,63.09,93,99,6.55,NZ,2021-04-06 11:43:32
409,Stornoway,58.2093,-6.3865,36.0,64,40,25.32,GB,2021-04-06 11:43:32
410,Yagodnoye,62.55,149.6667,3.88,96,100,2.44,RU,2021-04-06 11:43:33
411,Poso,-1.3959,120.7524,79.14,85,68,1.59,ID,2021-04-06 11:43:33
412,Yarada,17.65,83.2667,86.0,66,20,9.22,IN,2021-04-06 11:43:33
413,Warmbad,-28.45,18.7333,87.66,20,2,2.26,NA,2021-04-06 11:43:34
414,Riverton,40.5219,-111.9391,36.0,100,90,9.22,US,2021-04-06 11:43:34
415,Muswellbrook,-32.2667,150.9,66.0,82,46,4.97,AU,2021-04-06 11:43:34
416,Lorengau,-2.0226,147.2712,80.62,82,60,6.26,PG,2021-04-06 11:43:35
417,Pangnirtung,66.1451,-65.7125,5.0,78,75,8.05,CA,2021-04-06 11:43:35
418,Belen,36.4891,36.2233,73.4,38,0,12.66,TR,2021-04-06 11:43:35
419,Varazdin,46.3044,16.3378,39.99,60,100,1.99,HR,2021-04-06 11:40:49
420,Chandbali,20.7833,86.7667,85.23,54,0,17.36,IN,2021-04-06 11:43:36
421,Nishihara,26.1842,127.7558,68.0,64,20,23.02,JP,2021-04-06 11:43:36
422,Gunjur,13.2019,-16.7339,82.4,47,0,8.05,GM,2021-04-06 11:43:37
423,Sumbe,-11.2061,13.8437,86.52,70,93,9.62,AO,2021-04-06 11:43:37
424,Ucluelet,48.9329,-125.5528,42.01,90,46,2.8,CA,2021-04-06 11:43:37
425,Le Mans,48.0,0.2,44.6,42,90,6.91,FR,2021-04-06 11:43:38
426,Honiara,-9.4333,159.95,78.42,88,100,2.48,SB,2021-04-06 11:43:38
427,Kharp,66.8014,65.8081,27.07,88,7,5.75,RU,2021-04-06 11:43:38
428,Bud,39.447,-86.1758,55.0,71,1,4.61,US,2021-04-06 11:43:39
429,Mikhaylovskoye,51.8239,79.7172,41.74,70,97,2.91,RU,2021-04-06 11:43:39
430,Cascais,38.6979,-9.4215,68.0,55,0,4.61,PT,2021-04-06 11:43:39
431,Liverpool,53.4106,-2.9779,46.4,49,75,18.41,GB,2021-04-06 11:39:21
432,Cap Malheureux,-19.9842,57.6142,84.0,72,4,5.99,MU,2021-04-06 11:43:40
433,Sulecin,52.4443,15.1168,46.0,41,72,13.0,PL,2021-04-06 11:43:40
434,Mporokoso,-9.3727,30.125,72.28,74,88,5.35,ZM,2021-04-06 11:43:40
435,Price,39.5994,-110.8107,33.8,37,1,16.11,US,2021-04-06 11:43:41
436,Playas,-2.6333,-80.3833,74.43,84,100,2.86,EC,2021-04-06 11:43:41
437,Iqaluit,63.7506,-68.5145,5.0,85,75,5.75,CA,2021-04-06 11:43:12
438,Camargo,27.6667,-105.1667,63.28,25,12,5.77,MX,2021-04-06 11:43:41
439,Ust-Kuyga,70.0167,135.6,-16.8,99,77,2.95,RU,2021-04-06 11:43:42
440,Sept-Iles,50.2001,-66.3821,42.8,93,75,9.22,CA,2021-04-06 11:43:42
441,Gimli,50.6336,-96.9907,30.2,80,9,9.22,CA,2021-04-06 11:43:42
442,Canavieiras,-15.675,-38.9472,79.09,74,34,6.85,BR,2021-04-06 11:43:43
443,Ouango,4.3133,22.5552,100.9,24,66,5.01,CF,2021-04-06 11:43:43
444,Avera,33.194,-82.5271,50.0,71,1,5.7,US,2021-04-06 11:43:43
445,Babati,-4.2167,35.75,79.72,46,63,6.85,TZ,2021-04-06 11:43:44
446,The Valley,18.217,-63.0578,79.0,83,20,4.61,AI,2021-04-06 11:38:54
447,Ambilobe,-13.2,49.05,84.65,74,100,5.35,MG,2021-04-06 11:43:44
448,Yantal,56.8471,105.2542,30.16,97,62,4.05,RU,2021-04-06 11:43:44
449,Itapecerica Da Serra,-23.7169,-46.8492,70.0,77,0,6.91,BR,2021-04-06 11:42:47
450,Natitingou,10.3042,1.3796,91.4,46,20,8.05,BJ,2021-04-06 11:43:45
451,Botwood,49.1499,-55.3482,39.0,95,100,4.0,CA,2021-04-06 11:43:45
452,Serik,36.9169,31.0989,73.4,33,75,4.61,TR,2021-04-06 11:43:45
453,Chokurdakh,70.6333,147.9167,-25.24,94,52,2.57,RU,2021-04-06 11:43:46
454,Teknaf,20.8624,92.3058,81.05,69,0,9.78,BD,2021-04-06 11:43:46
455,Hongjiang,27.11,109.9956,55.47,97,100,3.11,CN,2021-04-06 11:41:24
456,Marshfield,44.6689,-90.1718,54.0,94,1,5.75,US,2021-04-06 11:43:47
457,Bereda,43.2686,-7.5406,55.0,79,57,14.0,ES,2021-04-06 11:43:47
458,Emerald,-23.5333,148.1667,77.0,78,75,5.75,AU,2021-04-06 11:43:47
459,Morris,40.8334,-74.5329,44.01,55,25,8.81,US,2021-04-06 11:43:48
460,Qaqortoq,60.7167,-46.0333,37.4,81,75,5.75,GL,2021-04-06 11:43:48
461,Shebalino,51.2917,85.6772,41.97,82,99,3.31,RU,2021-04-06 11:43:48
462,Redlands,34.0556,-117.1825,53.6,76,1,3.44,US,2021-04-06 11:41:50
463,Obeliai,55.9667,25.15,42.46,53,85,16.73,LT,2021-04-06 11:43:49
464,Zambezi,-13.5432,23.1047,84.58,34,59,8.63,ZM,2021-04-06 11:43:49
465,Henties Bay,-22.116,14.2845,64.99,82,3,15.01,NA,2021-04-06 11:43:50
466,Tautira,-17.7333,-149.15,77.0,69,75,6.91,PF,2021-04-06 11:43:50
467,Zhaodong,46.0833,125.9833,42.8,36,0,2.24,CN,2021-04-06 11:43:50
468,Alcantarilla,37.9694,-1.2171,79.0,27,20,2.3,ES,2021-04-06 11:43:51
469,Bull Savanna,17.8868,-77.5902,72.79,78,75,5.48,JM,2021-04-06 11:43:51
470,Kibakwe,-6.7167,36.3667,78.08,64,94,4.99,TZ,2021-04-06 11:43:51
471,Wanning,18.8003,110.3967,75.29,90,46,8.23,CN,2021-04-06 11:43:52
472,Bethel,41.3712,-73.414,44.01,49,33,8.28,US,2021-04-06 11:41:16
473,Nemuro,43.3236,145.575,33.3,74,100,8.86,JP,2021-04-06 11:43:52
474,Minsk,53.9,27.5667,41.0,48,75,13.42,BY,2021-04-06 11:43:02
475,Banda Aceh,5.5577,95.3222,81.0,79,95,8.81,ID,2021-04-06 11:43:53
476,Kununurra,-15.7667,128.7333,80.6,74,40,8.05,AU,2021-04-06 11:43:53
477,Harper,4.375,-7.7169,85.39,69,90,7.96,LR,2021-04-06 11:43:53
478,Sayat,38.7839,63.8803,69.8,28,0,9.22,TM,2021-04-06 11:43:54
479,Pisco,-13.7,-76.2167,66.2,88,44,6.91,PE,2021-04-06 11:43:54
480,Kyren,51.6828,102.1408,43.57,60,92,1.52,RU,2021-04-06 11:43:54
481,Sur,22.5667,59.5289,85.1,38,1,9.91,OM,2021-04-06 11:43:55
482,Atbasar,51.8,68.3333,32.74,100,97,6.42,KZ,2021-04-06 11:43:55
483,Atar,20.5169,-13.0499,94.08,11,24,9.53,MR,2021-04-06 11:43:56
484,Chalmette,29.9427,-89.9634,66.2,88,90,5.75,US,2021-04-06 11:43:56
485,Bilma,18.6853,12.9164,96.94,3,12,4.92,NE,2021-04-06 11:43:56
486,Dicabisagan,17.0818,122.4157,74.7,77,17,9.33,PH,2021-04-06 11:43:57
487,Itacare,-14.2775,-38.9967,80.6,83,75,6.91,BR,2021-04-06 11:43:57
488,Takestan,36.0696,49.6959,75.2,23,0,4.61,IR,2021-04-06 11:43:57
489,Grand-Lahou,5.1367,-5.0242,86.72,67,75,7.92,CI,2021-04-06 11:43:58
490,Luderitz,-26.6481,15.1594,73.45,58,0,22.15,NA,2021-04-06 11:43:58
491,Srednekolymsk,67.45,153.6833,-13.07,98,37,7.83,RU,2021-04-06 11:43:58
492,Tocopilla,-22.092,-70.1979,70.12,73,31,7.54,CL,2021-04-06 11:41:54
493,Qasigiannguit,68.8193,-51.1922,18.25,87,96,3.49,GL,2021-04-06 11:43:59
494,Batagay,67.6333,134.6333,-10.57,96,93,2.77,RU,2021-04-06 11:43:59
495,Taoudenni,22.6783,-3.9836,93.6,6,12,12.84,ML,2021-04-06 11:43:59
496,Neyshabur,36.2133,58.7958,69.75,12,0,14.18,IR,2021-04-06 11:44:00
497,Guarapari,-20.6667,-40.4975,75.2,73,20,2.3,BR,2021-04-06 11:44:00
498,Juli,-16.2167,-69.45,41.67,78,87,1.83,PE,2021-04-06 11:44:00
499,Auch,43.65,0.5833,52.0,60,81,1.99,FR,2021-04-06 11:44:01
500,Lazaro Cardenas,17.9583,-102.2,73.08,81,1,4.7,MX,2021-04-06 11:44:01
501,Aldan,58.6031,125.3894,-3.75,93,98,4.79,RU,2021-04-06 11:44:01
502,Campbell River,50.0163,-125.2446,36.0,90,98,3.56,CA,2021-04-06 11:41:02
503,Hamilton,39.1834,-84.5333,55.0,54,20,3.44,US,2021-04-06 11:44:02
504,Ozernovskiy,51.5,156.5167,25.61,76,100,12.24,RU,2021-04-06 11:44:02
505,Rumoi,43.9344,141.6428,35.92,57,88,7.43,JP,2021-04-06 11:44:02
506,Yerkoy,39.6381,34.4672,71.08,24,100,17.87,TR,2021-04-06 11:44:03
507,Nedjo,9.5046,35.5019,86.13,18,60,4.03,ET,2021-04-06 11:44:03
508,Damghan,36.1683,54.348,73.87,13,10,7.58,IR,2021-04-06 11:44:04
509,Formosa,-26.1775,-58.1781,69.8,94,90,5.75,AR,2021-04-06 11:44:04
510,Taperoa,-7.2075,-36.8267,79.14,55,97,15.41,BR,2021-04-06 11:44:04
511,Vermillion,42.7794,-96.9292,62.01,58,1,7.78,US,2021-04-06 11:40:26
512,Killybegs,54.6333,-8.45,44.6,61,40,23.02,IE,2021-04-06 11:44:05
513,Iquique,-20.2208,-70.1431,66.2,72,0,5.75,CL,2021-04-06 11:42:10
514,Yar-Sale,66.8333,70.8333,29.88,94,96,14.43,RU,2021-04-06 11:44:05
515,Roald,62.5833,6.1333,39.2,81,75,14.97,NO,2021-04-06 11:44:05
516,Altus,34.6381,-99.334,59.0,88,1,13.8,US,2021-04-06 11:43:29
517,Koslan,63.4564,48.8989,41.29,78,91,11.05,RU,2021-04-06 11:44:06
518,Gushikawa,26.3544,127.8686,68.0,64,75,13.8,JP,2021-04-06 11:44:06
519,Madimba,-10.4,40.3333,77.0,94,75,8.05,TZ,2021-04-06 11:44:06
520,Chumikan,54.7183,135.315,22.75,74,100,25.28,RU,2021-04-06 11:44:07
521,Katherine,-14.4667,132.2667,78.8,69,40,2.3,AU,2021-04-06 11:44:07
522,Kuala Terengganu,5.3302,103.1408,84.2,84,40,2.3,MY,2021-04-06 11:44:08
523,Chupa,66.27,33.0549,35.49,71,100,10.49,RU,2021-04-06 11:44:08
524,Raudeberg,61.9875,5.1352,39.0,87,100,6.69,NO,2021-04-06 11:44:08
525,Puerto El Triunfo,13.2833,-88.55,77.0,57,0,5.75,SV,2021-04-06 11:44:09
526,Tymovskoye,50.8456,142.655,29.79,94,91,7.38,RU,2021-04-06 11:44:09
527,Honningsvag,70.9821,25.9704,35.6,75,75,12.66,NO,2021-04-06 11:44:09
528,Jiexiu,37.0244,111.9125,59.88,45,98,2.62,CN,2021-04-06 11:44:10
529,Karratha,-20.7377,116.8463,85.37,50,19,8.75,AU,2021-04-06 11:44:10
530,Limerick,52.6647,-8.6231,46.0,53,75,12.66,IE,2021-04-06 11:44:10
531,Lang Suan,9.9456,99.0785,77.0,94,75,9.22,TH,2021-04-06 11:44:11
532,Tigil,57.8,158.6667,14.86,94,100,2.48,RU,2021-04-06 11:44:11
533,Yazd,31.8972,54.3675,80.6,8,0,9.22,IR,2021-04-06 11:44:11
534,Belyy Yar,53.6039,91.3903,62.6,29,0,4.47,RU,2021-04-06 11:44:11
535,Noshiro,40.2039,140.0242,46.4,39,0,9.22,JP,2021-04-06 11:44:12
536,Jalu,29.0331,21.5482,86.38,22,79,15.28,LY,2021-04-06 11:44:12
537,Spiez,46.6847,7.6911,39.0,52,59,5.99,CH,2021-04-06 11:44:12
538,Flinders,-34.5833,150.8552,70.0,89,10,1.01,AU,2021-04-06 11:44:13
539,Vila Franca Do Campo,37.7167,-25.4333,66.2,82,40,12.66,PT,2021-04-06 11:44:13
540,Caravelas,-17.7125,-39.2481,80.78,63,47,9.57,BR,2021-04-06 11:44:13
541,Basqal,40.7552,48.391,71.6,37,75,17.27,AZ,2021-04-06 11:44:14
542,Kroya,-7.6331,109.2461,76.48,95,100,4.5,ID,2021-04-06 11:44:14
543,Magnolia,33.2671,-93.2393,55.99,82,1,4.61,US,2021-04-06 11:44:14
544,San Vicente,-26.6167,-54.1333,60.58,99,100,3.24,AR,2021-04-06 11:44:15
545,Mitchell,43.7094,-98.0298,46.4,57,1,9.22,US,2021-04-06 11:41:45
546,Omboue,-1.5746,9.2618,86.92,64,100,9.71,GA,2021-04-06 11:44:15
547,Cabedelo,-6.9811,-34.8339,80.6,89,20,5.75,BR,2021-04-06 11:40:51
548,Babol,36.5513,52.679,78.8,34,0,9.22,IR,2021-04-06 11:44:16
549,Vohibinany,-17.35,49.0333,81.3,86,84,3.76,MG,2021-04-06 11:44:16
550,Ust-Omchug,61.15,149.6333,5.27,97,100,3.51,RU,2021-04-06 11:44:17
551,Weyburn,49.6668,-103.8511,19.4,73,18,2.3,CA,2021-04-06 11:40:34
